"Title","Text"
"Feedster Includes Kanoodle Ads in RSS Feeds","Feedster Includes Kanoodle Ads in RSS Feeds\\Feedster, Inc. today announced the launch of its RSS feed media program. The Company rsquo;s RSS search feeds will soon contain context targeted ads from Kanoodle, Inc., a leading provider of sponsored links for search results and content pages. Alternatively searchers may opt to pay ..."
"Crushing the Little Guys (Forbes.com)","Forbes.com - In 1999 a wave of novice broadcasters tried to start several thousand new ""low-power"" FM radio stations, fledgling outfits that would fill gaps in the FM radio band. One group sought a license to air Baptist homilies in Connecticut, another for jazz in Oklahoma, another for Vietnamese talk shows in Minnesota."
"Conference Gives Iraq Democracy First Test (AP)","AP - Despite the steady clang of mortar shells outside and persistent violence in the country, many delegates at the opening on Sunday of Iraq's National Conference held out hope that this first fragile taste of democracy would succeed."
"Olympics-Federer #39;s Olympic dream shattered twice over","ATHENS, Aug 17 (Reuters) - World number one Roger Federer #39;s top target for the year -- an Olympic tennis gold medal -- was taken away from him in a  quot;terrible day quot; on Tuesday. "
"IBM Nabs \$750M Deal with Lloyds TSB","Lloyds TSB has tapped IBM as the key provider for its massive new VoIP infrastructure project. The new project will make Lloyds TSB the owners of one of the largest converged voice and data networks in Europe "
"Blast at Police Post in Nassiriya, Three Dead"," NASSIRIYA, Iraq (Reuters) - A blast ripped through a police  station in the town of Nassiriya in southern Iraq on Friday,  killing three police and wounding others, police said."
"Olympics-Henin rust-free but Ferrero falters","ATHENS, Aug 17 (Reuters) - Any hint of rust after a 12-week lay-off was long gone by the time Justine Henin-Hardenne took to the Olympic tennis court on Tuesday, a fact drummed mercilessly home to Venezuela #39;s Maria Vento-Kabchi. "
"Bush hasn #39;t decided on tax reform-Treasury #39;s Snow","WASHINGTON, Aug 20 (Reuters) - President George W. Bush has not decided on whether wholesale changes to the US tax code would be a focus of administration policy if he won a second term, US Treasury Secretary John Snow said on Friday. "
"What Next for Venezuela?","President Hugo Chavez is riding high after his overwhelming victory in a recall vote this week, but analysts say his triumph may have limited impact on the deep economic and political problems threatening this major oil-producing country."
"Will Schwab Reward Patience?","The company saw an improvement in its trades, but will this market be kind to the brokerages?"
"Argentina rejects IMF intervention","In the face of sharp disagreements between Argentina and the International Monetary Fund (IMF), on August 8 the Argentine government decided to temporarily suspend negotiations with ..."
"Outgoing Ambassador Of Qatar Meets Musharraf","ISLAMABAD, Pakistan : Aug 18 (PID) - The outgoing Ambassador of Qatar, Mr. Abdullah Falah A. Al-Dosari paid a courtesy called on the President General Pervez Musharraf here on Tuesday. "
"Suspected Militants Kidnap Iraqi Officer-Jazeera"," DUBAI (Reuters) - Suspected militants have kidnapped an  Iraqi intelligence officer in response to the fighting in the  holy city of Najaf, Al Jazeera television reported on Tuesday."
"Limited Quarterly Earnings Climb"," NEW YORK (Reuters) - Clothing retailer Limited Brands Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=LTD.N target=/stocks/quickinfo/fullquote""&gt;LTD.N&lt;/A&gt; on Thursday posted sharply higher quarterly earnings on  gains from the sale of its stake in Galyans Trading Co. and  strong customer response to sales events early in the quarter."
"Manning Does His Part to Start a Controversy","HARLOTTE, Aug. 19 - Eli Manning was handed his first chance to prove he could be a starting quarterback in the NFL Thursday night against the Carolina Panthers. If Manning #39;s performance was any indication, the Kurt Warner era with the ..."
"Dutch Firm Beats Apple to Punch","A music retailer from the Netherlands beats Apple by launching a download service in Europe's latest market battleground. Also: Movie industry wrests agreement from defunct company.... Microsoft challenges Photoshop   hellip;. and more."
"Why Tech Stocks Stink (Forbes.com)","Forbes.com - The wit who dubbed August ""the dog days of summer"" could have been looking at 2004's tech stocks in his crystal ball. Just what is ailing these critters? Let's look at all of the possible explanations. Perhaps by eliminating the foolish and transient we can discover a theme and pick up some bargains."
"Yao #39;s 39 carries China past New Zealand","ATHENS, Greece - Yao Ming bounced back from a rough opening game with 39 points and 13 rebounds to lead China to a 69-62 victory over New Zealand in the men #39;s basketball Group A tournament Tuesday. "
"Ford Shelves Oracle-Based Procurement System","After nearly five years of development work, Ford Motor Co. will dismantle an Oracle-based procurement application and shift back to earlier technology, a company spokesman confirmed Thursday. "
"Pettitte out for the season","PHILADELPHIA -- Andy Pettitte #39;s first year as a non-Yankee ended yesterday in appropriately depressing fashion: His team was here at Citizens Bank Park, and he was back home in Houston, preparing for season-ending surgery. "
"United Warns It May Jettison Pension Plans to Stay Afloat","United Airlines said the termination of its four employee pension plans was needed to attract the financing that would allow it to emerge from bankruptcy protection."
"US Supreme Court hears dispute over interstate wine sales; Maine &lt;b&gt;...&lt;/b&gt;","The Supreme Court is considering whether states may bar people from buying wine directly from out-of-state suppliers, a big-money question that could lead to sweeping changes "
"Iraq Cleric Agrees to End Uprising, Fighting Rages On"," NAJAF, Iraq (Reuters) - A radical Iraqi cleric leading a  Shi'ite uprising agreed on Wednesday to disarm his militia and  leave one of the country's holiest Islamic shrines after  warnings of an onslaught by government forces."
"A bit of a head-scratcher","In many professional leagues recently, the defending champion has had a smooth start to the season. Mexico proved to be an exception, though, as UNAM Pumas fell to Tecos, 1-0, losing two players and coach Hugo Sanchez to ejections Sunday."
"Unions  #39;close to BA deal #39;","Union negotiators today claimed they were close to agreeing a pay deal with British Airways to avoid a bank holiday strike and the resulting travel chaos. "
"Expedition to Probe Gulf of Mexico (AP)","AP - Scientists will use advanced technology never before deployed beneath the sea as they try to discover new creatures, behaviors and phenomena in a 10-day expedition to the Gulf of Mexico's deepest reaches."
"Oracle readies CRM updates","Oracle Corp. plans to release the latest version of its CRM (customer relationship management) applications within the next two months, as part of an ongoing update of its E-Business Suite."
"Columnists: Infected In Twenty Minutes","What normally happens within twenty minutes? That's how long your average unprotected PC running Windows XP, fresh out of the box, will last once it's connected to the Internet."
"Microsoft Releases New 64-Bit Windows Preview (NewsFactor)","NewsFactor - Microsoft (Nasdaq: MSFT) is offering the latest iteration of its 64-bit computing\platform, announcing the release of beta software for PCs and servers.\The release marks the next step in the software giant's efforts to\address the needs of high-end customers."
"News: U.S. tackles Emergency Alert System insecurity","The FCC acknowledges that the government-mandated network that lets officials interrupt radio and television broadcasts in an emergency  is vulnerable to electronic tampering.\"
"Nortel to lay off 3,500","The scandal-beset company will also lay off about 10 percent of its work force."
"Nortel #39;s new chief gets down to business","William Owens, the new chief executive of Nortel Networks Corp., is putting his personal stamp on the organization. "
"SEC seeks to update stock sale rules","BEIJING, Aug.18 (Xinhuanet) -- The US Securities and Exchange Commission (SEC) may revise its rules on initial stock offerings to modernize 1930s-era guidelines, agency commissioners and staff said. "
"A Digital Doctor Treats Computer Contamination","Unfortunately for users, computer equipment manufacturers and resellers don't adequately inform Windows users of the risks involved in accessing the Internet without proper security measures.&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;"
"Infocus: Wireless Attacks and Penetration Testing (part 3 of 3)","This third and final part of the wireless pen-test series looks at how to mitigate the security risks outlined in the previous articles, and then looks at some proposed solutions currently in front of the IETF."
"Greek Drugs Embarrassment Overshadows Phelps"," ATHENS (Reuters) - Greece was rocked by the threat of being  stripped of an Athens Games medal and the host nation's team  manager offered to quit on Friday, as doping overshadowed  Michael Phelps' drive to be Olympic swimming's top medal  winner."
"A wary sense of relief in Athens","ATHENS At the end of the first week of the Olympic Games, security officials are generally pleased, even surprised, by the calm so far, though they caution that a safe opening ceremony and first week may encourage a laxness that could yet give terrorists "
"Armadillo Aerospaces X Prize Prototype Crashes (SPACE.com)","SPACE.com - Armadillo Aerospace of Mesquite, Texas has reported a \crash last weekend of their prototype X Prize rocket."
"Tributes paid to Belgium #39;s  #39;magic #39; football coach","The Belgian press paid tribute to Raymond Goethals on Tuesday, describing him as the magician and looking back on his teams many victories."
"US Airways Asks Pilots for Pay Cut"," WASHINGTON (Reuters) - US Airways &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=UAIR.O target=/stocks/quickinfo/fullquote""&gt;UAIR.O&lt;/A&gt;, struggling to  avoid a second bankruptcy, has asked pilots for a 16.5 percent  pay cut, USA Today reported in its Friday editions."
"Update 1: Vivendi, Messier Are Fined \$1.35 Million","Vivendi Universal and its former chief Jean-Marie Messier have each been fined 1 million euros (\$1.35 million) for misleading financial information issued by the company when Messier was in charge, Messier #39;s lawyer said Tuesday."
"Clinton: Ex-President Inaugurates China-Backed Internet Search &lt;b&gt;...&lt;/b&gt;","Former President Bill Clinton helped launch a new Internet search firm that claims better results for its engine than Google (nasdaq: GOOG - news - people ). The firm is called Accoona, from the Swahili phrase "
"Eye on Athens, China stresses a 'frugal' 2008 Olympics","Amid a reevaluation, officials this week pushed the completion date for venues back to 2007."
"A Throwback to Olympia","ATHENS -- Today, Olympians will be in the ancient stadium at Olympia for the shot put competition. Been there, but haven #39;t done that. "
"FCC certifies Freescale ultrawideband technology","Freescale Semiconductor starts shipping its XS110 chip, which will help consumers to connect devices wirelessly."
"US Economy Recovery slows, leading indicators drop","NEW YORK (AP) - Offering more evidence that the US economic recovery is losing steam, a closely watched gauge of future business activity has fallen for the second consecutive month. "
"Two bombs explode in Spain","TWO bombs exploded today in two coastal towns in northwestern Spain, after a tip-off by a caller claiming to represent the Basque separatist organisation ETA, an Interior Ministry spokesman said."
"England humble Windies","ONCE the tailenders of world cricket, England thumped the West Indies by 10 wickets at the Oval to complete a 4-0 whitewash yesterday and are now snapping at Australia #39;s heels for world dominance."
"Lourdes needs manna from heaven","The Catholic shrine of Lourdes yesterday opened a special bank account and appealed for donations from the faithful after it emerged that last weekend #39;s visit by the Pope had left it with a 1.2m (812,000) deficit. "
"News: Droughts Like 1930s Dust Bowl May Have Been Unexceptional in Prehistoric Times, New Study Suggests","Events like the great Dust Bowl of the 1930s, immortalized in ""The Grapes of Wrath"" and remembered as a transforming event for millions of Americans, were regular parts of much-earlier cycles of droughts followed by recoveries in the region, according to new studies by a multi-institutional research team led by Duke University. (Duke University press release)"
"Army, in Shift, Will Pay Halliburton","The Army reversed a decision to withhold payment on 15 percent of future payments to the Halliburton Company on its contracts in Iraq and Kuwait."
"Parmalat sues ex-auditors Deloitte, Grant Thornton","MILAN, Aug 18 (Reuters) - Parmalat sued its former auditors Deloitte  amp; Touche and Grant Thornton on Wednesday, broadening a legal battle to claw back billions of euros from ex-allies the food group says helped drive it into ..."
"Sox and bonds","There are games in which players renew their vows as teammates, and last night's 8-4 victory over the Toronto Blue Jays was one of them. It may not have been as clear as it was in the Yankee-Red Sox brawl game back in late July, which produced an obvious bond."
"Companies Approve New High-Capacity Disc Format (Reuters)","Reuters - A group of consumer electronics\makers said on Wednesday they approved the format for a new\generation of discs that can store five times the data of DVDs\at the same cost -- enough to put a full season of ""The\Sopranos"" on one disc."
"Cassini Finds Two New Saturnian Moons","Jet Propulsion Lab -- With eyes sharper than any that have peered at Saturn before, the Cassini spacecraft has uncovered two moons, which may be the smallest bodies so far seen around the ringed planet.     The moons are approximately 3 kilometers (2 miles) and 4 kilometers (2.5 miles) across -- smaller than the city of Boulder, Colorado..."
"Church Says Girl's Communion Not Valid","BRIELLE, N.J. - An 8-year-old girl who suffers from a rare digestive disorder and cannot eat wheat has had her first Holy Communion declared invalid because the wafer contained no wheat, violating Roman Catholic doctrine..."
"Columnists: The Panacea of Information Security","Step away from all the vendor hype. The one device that will always be the best tool for information security is a competent security professional."
"Many engineers lack a four-year degree","The news comes as some observers warn that the United States needs to focus more on training scientists and engineers."
"The Annual Perseid Meteor Shower","The annual Perseid meteor shower is coming, and forecasters say it could be unusually good. Like bugs streaking down the side window of a moving car, colorful Perseid Earthgrazers could put on a pleasing show after sunset this week."
"Cold Winters Slow Northeast Hemlock Pest (AP)","AP - New England's bitterly cold winters may be hard on people, but they have been even harder on an Asian insect that's threatening to destroy hemlocks, one of the signature trees of the region's forests."
"American Hamm Claims Men's Gymnastics All-Round Crown"," ATHENS (Reuters) - Paul Hamm became the first American man  to claim the Olympic gymnastics men's all-round gold medal on  Wednesday."
"HP Faces New Realities in a 64-Bit World (Ziff Davis)","Ziff Davis - The company this week will unveil more programs and technologies designed to ease users of its high-end servers onto its Integrity line, which uses Intel's 64-bit Itanium processor."
"Study: Global Warming Could Change Calif. (AP)","AP - Global warming could cause dramatically hotter summers and a depleted snow pack in California, leading to a sharp increase in heat-related deaths and jeopardizing the water supply, according to a study released Monday."
"New bird survives hungry Filipinos","Manila - A new species of flightless bird has been discovered living on a tiny island in the northern Philippines where the inhabitants formerly ate them, scientists and birdwatchers said on Tuesday. "
"Google #39;s Auction Loosens Wall Street #39;s Grip on High-Priced IPOs","Aug. 20 (Bloomberg) -- Google Inc. #39;s share sale has put Wall Street on notice: The old way of doing business may be ending. "
"Google to Pay Yahoo to Settle Patent Dispute"," SEATTLE (Reuters) - Google Inc. &lt;GOOG.O&gt; on Monday again  boosted the number of shares it plans to sell in its initial  public offering, saying it will issue 2.7 million shares to  Yahoo Inc. &lt;YHOO.O&gt; to settle a lawsuit over technology used to  display ads."
"U.S. Arrests Two in Hamas Financing Case"," WASHINGTON (Reuters) - U.S. officials have arrested two men  whom they accuse of funneling money to the Palestinian militant  group Hamas for the past 15 years, the Justice Department said  on Friday."
"Leading Indicators, Jobless Claims Dip","NEW YORK - A closely watched measure of future economic activity fell in July for the second consecutive month, reinforcing evidence that the nation's financial recovery is slackening.    The Conference Board said Thursday its Composite Index of Leading Economic Indicators dropped by 0.3 percent in July to 116.0, following a revised decline of 0.1 percent in June..."
"Senior Hamas leader wounded","An explosion tore through the home of a senior Hamas leader in Gaza yesterday, killing at least five people and wounding him and about a dozen other Palestinians, medics said. "
"UAL Wins OK for Exclusivity Extension (Reuters)","Reuters - A U.S. bankruptcy court judge on Friday\approved a 30-day exclusivity extension for United Airlines,\giving the carrier another month to file its own reorganization\plan without competing plans from creditors."
"Eolas patent on Web plug-in technology rejected","The controversial Eolas Technologies patent looks like it is about to be rescinded by the US Patent Office. The office has confirmed that it has rejected all of the 10 patent claims that it re-examined. "
"Chicago White Sox Team Report - August 20","(Sports Network) - The Chicago White Sox were handed an 8-4 setback by the Detroit Tigers on Thursday. Bobby Higginson homered twice to lead Detroit. "
"Space-age sport ","GPS is invading recreational sports. Under clear skies, those signals beaming to earth from satellites can find you on a hilly running trail, in a kayak on the ocean, or on a green fairway where you're trying to fade a 230-yard drive into the wind."
"Stocks Jump as Oil Retreats from High"," NEW YORK (Reuters) - U.S. stocks jumped higher on Friday,  as investor worry about high fuel costs crimping consumer  spending and hurting company profits eased after crude oil  prices fell from their peak."
"Nikkei Ends Down, Oil Worries Weigh","TOKYO (Reuters) - Tokyo stocks ended slightly lower on Friday as worries about record-high oil prices took the edge off investors #39; appetite for recently battered technology issues such as Shin-Etsu Chemical Co. Ltd. "
"Australia Considers Stockpiling Crude Oil, Australian Reports","Aug. 21 (Bloomberg) -- Australia #39;s government is considering stockpiling crude oil or refined petroleum products to protect the country from disruption to oil imports, the Australian reported. "
"Firewall Protection Without the Conflicts",". I understand that Microsoft #39;s Service Pack 2 for Windows XP, a new update, includes improved firewall protection. I currently use Norton Personal Firewall; will any incompatibility result when both firewalls are installed, and is one ..."
"New Jersey Nets Team Report - December 7","(Sports Network) - The New Jersey Nets try for their third consecutive win this evening when they head to Cleveland to face LeBron James and the Cavaliers at Gund Arena."
"Pau Edges Yao in Clash of the Giants"," ATHENS (Reuters) - Spain's Pau Gasol got the better of  China's Yao Ming in Olympic basketball's own clash of the  giants Sunday."
"Airport workers strike BA pay deal","More than 10,000 British Airways staff will be balloted by their unions this week over a last-ditch pay deal that has lifted the threat of bank holiday travel chaos at Heathrow."
"More Web Shopping Is What's in Store","The retail sector overall may be reporting a sluggish start to the season, but holiday shoppers are scooping up tech goods at a brisk pace -- and they're scouring the Web for bargains more than ever. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;"
"Green flexes muscles vs. Braves","Shawn Green hit a grand slam in the first inning and a solo homer in the third to lead the Dodgers to a 7-4 victory Saturday against the Atlanta Braves "
"Indonesia #39;s Megawati unveils grand coalition","JAKARTA, Aug 19 (Reuters) - Indonesian President Megawati Sukarnoputri, fighting to win a fresh term, formally unveiled on Thursday a coalition of parties seeking to ensure she stays in power for the next five years. "
"Clouds dash Perseids show","The annual Perseid meteor shower could provide a ""spectacular"" show, despite a disappointing start."
"Falconio suspect to stand trial","An Australian court has ordered lorry driver Bradley John Murdoch to stand trial over the murder of British backpacker Peter Falconio, who has been missing for three years. "
"Scientist Advocates for Embryonic Stem Cell Research","By KATHARINE WEBSTER     MANCHESTER, N.H. (AP) -- A Nobel laureate in medicine says the Bush administration's limits on funding for embryonic stem cell research have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases..."
"McDonald #39;s tests MasterCard PayPass","NEW YORK (CNN/Money) - McDonald #39;s Corp. announced Wednesday it would launch later this year a new  quot;contactless quot; payment option called MasterCard PayPass, which lets customers simply wave or tap the card to complete a quick transaction. "
"Burundi police fire tear gas at massacre protest","Police in Burundi #39;s capital Bujumbura fired tear gas at crowds today, protesting against the massacre of at least 160 Congolese Tutsis at a UN refugee camp in the west of the country. "
"CompUSA Stores to Sell Gateway PCs"," NEW YORK (Reuters) - Gateway Inc. &lt;GTW.N&gt;, the computer  maker that recently shuttered its chain of 188 stores, will  begin selling its desktops at CompUSA Inc.'s outlets later this  week, the two companies said on Monday."
"Congo Pulls Diplomats Out of Burundi"," KINSHASA (Reuters) - The Democratic Republic of Congo has  pulled all of its diplomats out of neighboring Burundi  following the slaughter of Congolese Tutsi refugees there last  week, its foreign minister said on Friday."
"Play Boys: Google IPO a Go Anyway","Even though Google's two founders gave an interview to Playboy magazine in the midst of its IPO filing, the SEC allowed the company's offering to go ahead. The boys filed the interview with the SEC and corrected mistakes in it."
"California urged to use open source, VoIP","Authors of a performance review tell the beleaguered state government it could save millions of dollars by adopting open-source software and Internet-based phone calling."
"Center Nurtures Newborn Security Cos.","The Chesapeake Innovation Center is an Annapolis incubator focused solely on developing homeland security technologies."
"New Mexico Museum to Launch Names Into Space","ALAMOGORDO, N.M. (AP) -- The New Mexico Museum of Space History will be shipping names to the stars with the first X-Prize launch into space..."
"Medtronic Drops, Results Fail to Inspire"," CHICAGO (Reuters) - Shares of Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; fell  on Thursday as the company's fiscal first-quarter results,  released after the market closed on Wednesday, failed to  inspire investors."
"American Cyclist Hamilton Wins Time Trial","yler Hamilton and Bobby Julich showed that there is some depth to American cycling, winning the gold and bronze medals today in the men #39;s individual time trial at the Olympics in Athens. "
"Kenteris protests innocence","Greek sprinter Kostas Kenteris insists he is not a drug cheat as he leaves hospital."
"Eight terror suspects charged in Britain"," LONDON, Aug. 17 (Xinhuanet) -- British police on Tuesday charged eight terrorism suspects with conspiracy to murder. "
"Stocks Fall as Oil Hits High (Reuters)","Reuters - Exporters led a fall in Asian shares\on Monday as oil prices set new highs near  #36;47 and data showing\the U.S. trade deficit widened to a record raised fresh concern\about the health of the world's largest economy."
"Marlins Defeat Dodgers 6-4","LOS ANGELES - Pinch-hitter Lenny Harris delivered a three-run double off Eric Gagne with two outs in the ninth inning, rallying the Florida Marlins past the Los Angeles Dodgers 6-4 Wednesday night.    It was only Gagne's second blown save in 100 chances dating to Aug..."
"New York City Lowering Its Sights for a Convention Boom","With the Republican National Convention just two weeks away, signs are pointing to a modest economic boost for few businesses."
"USC starts at the top","Southern California greeted news of its first preseason No. 1 ranking since 1979 with ambivalence."
"Clinton #39;s story boosts Borders","The Ann Arbor-based bookseller reported Tuesday an 88.9-percent boost in profits for the second quarter and said sales grew more than expected, driven by strong sales of Clinton #39;s book  quot;My Life. quot; ..."
"U.S. Stocks Gain as Oil Eases"," NEW YORK (Reuters) - U.S. stocks made gains in light volume  on Friday as investors were encouraged about the prospects for  corporate profits after oil prices eased from their peak."
"Toronto Raptors Sign Center Loren Woods (AP)","AP - The Toronto Raptors signed free agent center Loren Woods on Wednesday."
"IBM adds midrange server to eServer lineup","AUGUST 17, 2004 (COMPUTERWORLD) - IBM today launched a new one-to-four-way midrange Power5 server that features higher performance and several configurations to meet a wide range of user needs. "
"HK heat 'risks bacteria growth'","\Hong Kong scientists warn rising global temperatures may transform  the city into a breeding ground for viruses."
"EU commissioner admits Gates link","The EC's new competition commissioner admits that she once gave an honorary degree to Bill Gates, founder of the firm that is battling Brussels on anti-trust issues."
"Greek jubilation no myth in  #39;Peg","Despite sluggish ticket sales and a scandal involving their star athletes, members of Winnipeg #39;s Greek community are still thrilled Greece is hosting this year #39;s Olympic Games.  quot;There #39;s a lot of excitement, quot; said Chris Iacovidis, president of the Greek ..."
"Us Grand Prix Is Back","The United States Grand Prix is to return to the MotoGP calendar next year after an 11-year absence. "
"Livermore: No need for HP-UX on x86","CHICAGO -- This cannot be an easy time for Ann Livermore. When Hewlett-Packard Co. (HP) missed Wall Street's earnings expectations late last week, the blame was placed squarely on the shoulders of the Enterprise Servers and Storage Group, one of the divisions she manages. ""Unacceptable"" problems within the group cost HP \$400 million in revenue and \$275 million in operating profit, said HP Chairman and Chief Executive Officer Carly Fiorina just hours before HP announced the sacking of three senior executives within the division."
"South Korea in growth spurt","South Korea's economy grew faster than expected in the second quarter, but growth is still held back by poor domestic demand."
"Five more suspended by weightlifting body","ATHENS -- Weightlifting #39;s aggressive pursuit of drug cheaters will continue even if it jeopardizes its future in the Olympics, its top official said yesterday after six more positive doping cases in what is again becoming the Games #39; dirtiest sport. Five ..."
"SEC Gives Final Nod to Google's IPO","SAN JOSE, Calif. - The Securities and Exchange Commission granted final approval Wednesday to the paperwork required for Google Inc.'s initial public offering, paving the way for the Internet search giant to set a price for its shares and begin selling them after several stumbles and a last-minute downward revision on the size of the offering..."
"Staples Profit Up Sharply, to Enter China"," NEW YORK (Reuters) - Staples Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on Tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing Chinese market."
"Brugnetti upsets the field to win 20km walk","Athens, Greece (Sports Network) - The first official track event took place this morning and Italy #39;s Ivano Brugnetti won the men #39;s 20km walk at the Summer Olympics in Athens. "
"India boosted as Rathore grabs historic silver (Reuters)","Reuters - India erupted with joy as shooter Rajyavardhan Rathore clinched their first medal at the Athens Olympics on Tuesday and their first ever individual silver."
"Iraqi Conference on Election Plan Sinks Into Chaos","The conference was thrown into disorder by delegates staging protests against the U.S.-led military operation in Najaf."
"Finally, events are in track spotlight","After a week of swimming, gymnastics, synchronized diving, and beach volleyball, the Olympic menu will offer a steady diet of its bread-and-butter sport beginning this morning."
"Eagles Defensive End Kalu Out for Year (AP)","AP - Defensive end N.D. Kalu will miss the season after tearing the anterior cruciate ligament in his right knee during in Tuesday's practice."
"Edwards Appears for Hearing","U.S. sprinter Torri Edwards appeared for a hearing on her doping case that will determine whether the reigning 100-meter world champion competes in the Athens Games."
"Microsoft Updates Its IBM Connectivity Server","On Tuesday, Microsoft unveiled the 2004 version of its Host Integration Server (HIS) product, which is designed to integrate IBM mainframes and servers with Windows systems. "
"Syrian, Algerian arrested over Madrid train bombings","A Syrian and an Algerian have been arrested in Spain in connection with the March 11 Madrid train bombings, the Spanish interior ministry said. "
"Now free, Jenkins arrives to live on Japanese island with family","US deserter and former Army Sgt. Charles Jenkins arrived Tuesday on a remote Japanese island, where he said he hoped to  quot;live my remaining days with my wife and children."
"ANALYSIS-China Uses Deng Xiaoping Centenary to Laud Reform","BEIJING (Reuters) - The architect of China #39;s dramatic economic reforms. A benevolent leader who rehabilitated millions purged in the chaotic 1966-76 Cultural Revolution. A military genius. An avid bridge player. A family man. "
"Santos holds Cubs to one run for win","Santos allowed just one run in 6 1-3 innings to win for the first time since beating Chicago on July 16, and the Brewers defeated the Cubs 3-1 Tuesday night. "
"US to withhold Halliburton money","The Pentagon is to withhold a proportion of payments to US firm Halliburton which supplies meals to US troops in Iraq."
"Hewitt goes through in Washington","Second-seed Lleyton Hewitt moved into the quarterfinals of the Washington Open with a routine 6-3 6-2 win over Colombian Alejandro Falla."
"After all, have we become Russias strategic partner?","TDN- Russian Federation President Vladimir Putin was in Ankara on Monday for a state visit unmatched in the history of relations between the Turkish and Russian nations."
"An Oil Shock That Could Be an Economic Stimulus in Disguise","Despite the parallels with the oil shocks of past decades, the impact of the oil spike on the economy is likely to be much less intense than in previous surges."
"Team GB Hoping for More Olympic Success","Team GB will be hoping for more of the same at the Olympics today after finally delivering on the big stage with a four-medal haul. "
"Army to Withhold Some Payments From Halliburton","The U.S. Army plans to withhold payment on 15 percent of future invoices of Halliburton's logistics deal in Iraq due to an ongoing billing dispute."
"Complaints follow Haiti acquittal","The US and rights groups condemn the acquittal in Haiti of an ex-paramilitary leader accused of murder."
"Running (Not Hiding) From the Doping Police","THEY do not approach their subjects wearing lab coats to indicate a) they work behind the Clinique counter at Saks, or b) they test for drug cheats at the Olympics."
"Earthquakes Rattle Burn 3-0 (AP)","AP - Brian Ching scored a team-best 11th goal of season to lead the San Jose Earthquakes past the Dallas Burn 3-0 on Saturday night."
"Latham on the mend","Federal Labor leader Mark Latham is up and walking around this morning and his office says there is every indication he will leave hospital in the next 48 hours. "
"Columnists: Redmond's Salvation","Service Pack 2 for XP represents a sea change in Microsoft's security posture. Here's why you should ignore the naysayers and start planning your upgrade.\"
"Rangers beat Royals for seventh straight","KANSAS CITY, Mo. - If his inconsiderate neighbor would just lose that noisy alarm clock, there #39;s no telling how many home runs David Dellucci might hit. "
"Youngsters Ready to Make Mark in Track","A new wave of talent will be on display when track and field takes center stage at the Olympic Games. "
"Another dodo? Flightless bird found in Philippines","SCIENTISTS have discovered a new species of flightless bird on a remote island in the Philippines, the conservation group BirdLife International said yesterday. "
"Sprint begins \$3 billion march to 3G","Sprint, the fourth-largest US cell phone operator, has started a \$3 billion network upgrade, with \$1 billion earmarked for a wireless broadband service to launch soon in selected cities, a Sprint executive said Tuesday."
"Sony Unveils New Flat TVs, Aims to Boost Share"," TOKYO (Reuters) - Electronics conglomerate Sony Corp.  unveiled eight new flat-screen televisions on Thursday in a  product push it hopes will help it secure a leading 35 percent  of the domestic market in the key month of December."
"Bush Touts His Education Agenda on Radio (AP)","AP - In a back-to-school message, President Bush says that while many public schools aren't making the grade, he should get high marks from voters for the No Child Left Behind Act."
"RealNetworks Slashes Prices For Music Downloads","For three weeks, it will sell songs for 49 cents and albums for \$4.99--a move that could spark a price war. "
"UAL, Creditors Agree to Extend Exclusivity 30 Days"," CHICAGO (Reuters) - United Airlines on Friday said it has  agreed with its creditors' committee to a 30-day extension,  subject to court approval, of the period during which it can  exclusively file a bankruptcy reorganization plan."
"Leonard Forges Two Clear with Nine to Play at PGA"," KOHLER, Wisconsin (Reuters) - American Justin Leonard  stayed on track for his second major title in the U.S. PGA  Championship final round on Sunday, moving two shots clear with  nine holes to play."
"Davenport advances in Cincinnati","Mason, OH (Sports Network) - Lindsay Davenport shook off a sluggish start to rally for a three-set victory over unheralded Lilia Osterloh at the inaugural Western  amp;amp;amp; Southern Financial Group Women #39;s Open. "
"Twins of the world unite in France (AFP)","AFP - A tiny French village in Brittany -- the self proclaimed capital of twin-dom -- has played host to an international gathering of thousands of identical twins, triplets and quadruplets."
