"Tag","Title","Text"
1,"Three Explosions Reported In Egyptian Resort Areas","CAIRO, Egypt -- A string of explosions Thursday rocked the Sinai Peninsula in Egypt, where Israelis have been celebrating the end of a Jewish holiday."
1,"Security Dispute Dulls Luster of Bush's Trip to Chile","The Chilean government disinvited more than 200 guests to a dinner with President Bush rather than let them be screened for weapons."
3,"Sprint buys Breeders Cup sponsor Nextel for \$35-billion","Sprint Corp. is to acquire Nextel Communications Inc., title sponsor of the Breeders Cup Distaff (G1), in a \$35-billion deal that will create the nations third-largest wireless telephone service provider "
4,"New breed of portable media players means squinting at palm-sized &lt;b&gt;...&lt;/b&gt;","It was a Holy Grail looming on the personal electronics horizon: a pocket-sized device with a workhorse battery and the capacity to hold hours of audio and video."
2,"Jackson leads Storm #39;s advance","STORM 64, LYNX 54: At Seattle - Lauren Jackson scored 18 points and Seattle advanced to the Western Conference finals with a victory over Minnesota on Monday night."
2,"NL Highlights","- CUBS 2, METS 1: At New York, Derrek Lee hit an RBI single in the 10th inning to give Chicago its fourth straight win to maintain the NL wild-card lead."
3,"Bear Stearns Profit Falls (Reuters)","Reuters - Brokerage Bear Stearns Companies\ on Wednesday said quarterly profit fell 10 percent hurt\by lower investment banking revenue and higher expenses."
1,"Ukrainian poll re-run calls grow","Momentum is growing in Ukraine for last Sunday's disputed presidential election to be re-run."
1,"EU, Iran to Meet Again on Nuclear Offer"," VIENNA (Reuters) - French, British and German officials are  due to meet Iranian negotiators on Wednesday to discuss a  European proposal that Tehran scrap its uranium enrichment  program in exchange for nuclear technology."
3,"Sepracor Says FDA Approves Sleep Drug"," NEW YORK (Reuters) - Sepracor Inc., a specialty  pharmaceutical company, said on Wednesday it received a  long-awaited approval to market its Lunesta treatment for  insomnia, giving it a foothold in an estimated \$2 billion  market in the United States."
1,"Militants slaughter 11 Iraqi soldiers abducted south of Baghdad &lt;b&gt;...&lt;/b&gt;","Insurgents slaughtered 11 Iraqi soldiers, beheading one, then shooting the others execution-style, and declared on an Islamic militant Web "
4,"Nintendo DS Sells Well in Japan","Nintendo announced today that it has sold roughly half a million units in Japan, bringing global sales of its new handheld over its goal of one million units."
4,"IBM gives a kick to CICS","To modernize its venerable line of mainframe-based CICS middleware, IBM last week introduced an updated version of its CICS Transaction Server that enables IT to extend the product to work better with SOAs (service-oriented architectures) through Web services. With the release of CICS Transaction Server for z/OS Version 3.1, administrators can now integrate their traditional workloads to fully participate in an SOA."
3,"Kmart Plucks New CEO from Yum (Reuters)","Reuters - Kmart Holding Corp.  on Monday\said it appointed Aylwin Lewis president and chief executive\officer, effective immediately."
1,"Saddam Aides Refusing Food, US Military Says","Several of Saddam Hussein #39;s jailed deputies have been refusing food but Saddam himself is not on hunger strike on the eve of the first anniversary of his capture, an officer in charge of detainees said on Sunday."
4,"Matrix's 3D memory chips target game devices","Mattel and a Japanese manufacturer have adopted these high-rise chips. Will Nintendo be next?&lt;br /&gt; Photos: Matrix's high-rise chips"
3,"US trade deficit hits another record","WASHINGTON - The US trade deficit continues to swell to new records, hitting \$55.5 billion US in October. The US Commerce Department said Tuesday that the trade deficit grew by 8.9 per cent from September, even "
3,"Kodak, IBM See Eye to Eye on New Image Sensors","Eastman Kodak Company and IBM will work together to develop and manufacture image sensors used in such consumer products as digital still cameras and camera phones."
4,"Report Faults Military Technology in Iraq War"," WASHINGTON (Reuters) - Front-line U.S. troops often lacked  access to surveillance and intelligence data during the  invasion of Iraq because of computer glitches, Technology  Review magazine reported on Tuesday, citing a largely  classified report by Rand Corp."
1,"Indonesia #39;s Yudhoyono hails victory, vows to tackle corruption &lt;b&gt;...&lt;/b&gt;","JAKARTA : Indonesian president-elect Susilo Bambang Yudhoyono on Saturday delivered a long-awaited victory speech, promising to immediately tackle corruption and regional conflicts."
3,"Wal-Mart improves image by donating new research center in China","The US retail giant Wal-Mart investedone million US dollars to establish China #39;s first retail research center at Beijing #39;s prestigious Tsinghua University."
2,"Don #39;t Blame Berti - Brown","Former Scotland manager Craig Brown insists Berti Vogts is not to blame for a lack of motivation in the international team. The future of the German is the subject of intense speculation with the Scottish "
4,"Virgin seeks slice of net music","Virgin becomes one of the first major music retailers to enter an increasingly crowded online music market."
4,"Beijing Loves the Web Until the Web Talks Back","China's government has strategically deployed the Internet to economic advantage, while clamping down on undesirable content and use."
1,"Pakistan tribesmen hunt for Qaeda-linked militants (Reuters)","Reuters - Pakistani tribesmen launched a house-to-house hunt for al Qaeda-linked Islamic militants in a tribal region near the Afghan border on Saturday."
1,"Kerry Sees 'Disaster' for Middle Class","WASHINGTON - Massachusetts Sen. John Kerry accused President Bush on Sunday of planning a surprise second-term attempt to privatize Social Security, and forecast a ""disaster for America's middle class."" Republican party chairman Ed Gillespie called the charge ""just flat inaccurate.""   The clash erupted as Kerry and his running mate both appealed to Florida voters to cast their ballots as early as Monday under the state's early voting program..."
2,"Searing Suns torch Cavs","Suns managing owner Robert Sarver keeps finding out just how much Suns Chairman Jerry Colangelo knows about basketball. Before the season, when Phoenix was a borderline playoff team at best to many, Colangelo "
2,"Reality of Steelers Puts a Quick End to the Bills' Dream","Buffalo's offense, which had led the way to six straight victories, was inefficient in a defeat to Pittsburgh."
3,"Novell Files Antitrust Suit Vs. Microsoft","As it said it would, Novell (NOVL:Nasdaq - news - research) filed a federal lawsuit in Utah alleging that Microsoft (MSFT:Nasdaq - news - research) tried to eliminate competition in the office productivity applications market when Novell owned the "
1,"Rough weather hampers bid to rescue disabled Canadian submarine","British ships battled through rough weather on Wednesday to reach a Canadian navy submarine with 57 crewmembers on board that was drifting in the Atlantic after an electrical fire that officials said was more severe than originally thought."
4,"Low-cost versions of Windows XP unveiled","Microsoft is removing features and cutting prices in India for a special version of its Windows XP operating system to tap the large market potential "
4,"China declares bounty on web p0rn","THE CHINESE government, while ignoring web calls to clean up corruption of officials, is offering rewards to people who shop web porn makers."
2,"England openers lead victory charge","Marcus Trescothick and Robert Key led England to a convincing eight-wicket victory in their first match of the South African tour."
2,"Trescothick Ton Lifts England","Marcus Trescothick maintained his consistent form in the ICC Champions Trophy with a century as favourites England totalled 217 against West Indies in todays final at The Oval."
1,"Bush Accuses Kerry of Scare Tactics","ABOARD AIR FORCE ONE - President Bush accused John Kerry on Monday of employing ""shameless scare tactics"" on Social Security and the military draft just before voters go to the polls. In an interview with The Associated Press, Bush also said he'd be disappointed if the Iraqi people chose an Islamic fundamentalist government in free elections, ""but democracy is democracy.""  ""If that's what the people choose, that's what the people choose,"" the president said, two weeks before facing his own re-election..."
4,"Internet Giants File 7 Suits Aimed at Stopping Spam","The suits include the first filed by America Online against spammers who use instant messaging, a practice the online industry calls spimming."
1,"Indonesia leader seen ousted in landslide","JAKARTA, Indonesia -- Indonesian voters, frustrated by pervasive corruption and economic malaise, ousted President Megawati Sukarnoputri in a runoff election yesterday, awarding her former chief security minister a landslide victory, according to a projection by a local research institute."
4,"5.6 Million Choose Firefox In First Two Weeks","More than 5.6 million copies of the Firefox 1.0 stand-alone browser have been downloaded in the first two weeks of its release, the Mozilla Foundation said this week."
1,"Benitez confirms Morientes interest (AFP)","AFP - Liverpool manager Rafael Benitez has confirmed the English Premiership club's desire to bring Real Madrid striker Fernando Morientes to Anfield during the January transfer window."
1,"Rebel Leader Trial Descends Into Chaos -- Again"," CALLAO NAVAL BASE, Peru (Reuters) - Peru's retrial of  Shining Path rebel leader Abimael Guzman turned into a farcical  mud slinging on Friday as one judge quit the case and the  prosecutor called on the two other justices to resign."
3,"Jarvis warns on refinancing deal","Troubled engineering and construction group Jarvis says it faces a bleak future unless it completes a financial restructuring soon."
4,"Retaining Traffic after a Web Site Redesign","Your site gets great traffic from search engines, and yet it needs a new design.  How can you freshen up a site without risking a decline in rankings and a loss of traffic from search engines? "
3,"Madagascar drops Malagasy franc","Madagascar completes the phasing out of its Malagasy franc currency with the pre-colonial Ariary."
4,"Alternative fuel buses arrive in Smokies","After months of planning, two alternative-fueled shuttle buses were added Tuesday to this Great Smoky Mountain tourist town #39;s transit fleet for a six-month demonstration."
3,"Scientist Who Cited Drug #39;s Risks Is Barred From FDA Panel","The Food and Drug Administration has told a researcher that he cannot be part of an advisory panel that will meet early next year to review the safety of a class of drugs, COX-2 inhibitors, used to treat arthritis and pain."
4,"Cingular To Cut 10 Percent of Workforce (NewsFactor)","NewsFactor - Cingular Wireless has said it plans to cut at least 10 percent of its workforce -- some 7,000 jobs -- over the next year and a half."
3,"Oil Slides as U.S. Supplies Seen Growing"," NEW YORK (Reuters) - Oil prices extended a streak of losses  on Tuesday as dealers anticipated that strong OPEC output and  recovering production in the United States would boost lean  stockpiles in time for peak winter heating demand."
1,"Insurgent assault feared in Baghdad","Insurgents fought US troops in running street battles in the capital Saturday, assassinated three Iraqi officials and their driver, and detonated a car bomb in Baghdad #39;s Liberation "
4,"Sony launches portable games pad","Sony has launched its first handheld games console, the PlayStation Portable (PSP), which it hopes will challenge Nintendo in the portable games market."
1,"British Guantanamo Detainee Alleges Abuse from Jail (Reuters)","Reuters - A British detainee at Guantanamo Bay\said in a letter revealed Friday he was tortured and abused\during detention, in what is believed to be the first such\claim to come from inside the prison."
4,"Designer puts 96 cores on single chip","Chips that help a computer's main microprocessors perform specific types of math problems are becoming a big business once again.\"
1,"Husband of Aid Worker Seized in Iraq Pleads for Release"," BAGHDAD (Reuters) - The husband of Margaret Hassan, a  British-Iraqi aid worker snatched by kidnappers on her way to  work in Baghdad this week, appealed for her release on  Thursday."
3,"Gold Hits 16-Year High as Dollar Plunges Against Euro","With the dollar hitting a third straight day of record lows against the euro, gold rose above \$450 an ounce for the first time in more than 16 years."
2,"Australia clinch series in India","Nagpur - Australia #39;s 35-year wait for a Test series triumph on Indian soil ended Friday when its pace bowlers ripped through the Indian batting line-up to clinch a massive 342-run victory in the third Test."
1,"Finally, right-minded on the right","In a bold and controversial move, Israeli Prime Minister, Ariel Sharon has decided to pull out and destroy all Jewish settlements in the West Bank and Gaza strip."
1,"Bomb Kills 10, Injures 20 in Pakistani City (Reuters)","Reuters - A powerful bomb exploded near\an army truck in the southwestern Pakistani city of Quetta on\Friday, killing at least 10 people and injuring more than 20,\officials said."
3,"Blue-Chip Stocks Dip, AIG Rises"," NEW YORK (Reuters) - U.S. blue chips declined slightly  early Monday afternoon, with gains in insurance company  American International Group Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AIG.N target=/stocks/quickinfo/fullquote""&gt;AIG.N&lt;/A&gt;  and Wal-Mart Stores  Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WMT.N target=/stocks/quickinfo/fullquote""&gt;WMT.N&lt;/A&gt; offsetting a drop in energy stocks, which fell  along with crude oil prices."
4,"Study: Security measures often overlook human factor","Threats to data security are mounting, especially from within organizations, but top executives aren #39;t helping their companies keep pace, a new study has found."
2,"Take That, Boston. Again. And Again.","F the Red Sox thought they could come into Yankee Stadium and change the direction of the American League East race, they have another thought coming."
4,"Cisco targets SMBs with new switches, software","Cisco has released a new line of switches and services for small and medium sized businesses aimed at helping companies with 100 to 1000 employees deploy converged voice "
2,"No Irish magic -- just a big  #39;W #39;","SOUTH BEND, Ind. -- It was far from a masterpiece in any aspect of the game, but Notre Dame was able to get back in the win column Saturday with a 23-15 comeback victory over Stanford before a sellout crowd of 80,795 in Notre Dame Stadium."
1,"The men who could replace Arafat","Analysts say securing the popular vote is key for the credibility of new Palestinian leadership."
1,"Europe vote 'early 2006' - Straw","Jack Straw says the UK is likely to hold a vote on the EU constitution early in 2006, as Tony Blair prepares to sign up to it."
4,"SourceLabs Receives Venture Funding","SourceLabs will use the venture capital for ongoing research and development and to expand its sales and marketing. Ignition Partners was founded by Microsoft veterans -- including "
4,"Electronics Industry Battles for the Living Room"," SAN FRANCISCO/LOS ANGELES (Reuters) - The living room, once  the most technologically simple part of the average home, is a  high-tech battleground today as the consumer electronics  industry seeks to digitize home entertainment and make it  available anywhere, anytime."
3,"STATES GANGING UP ON INSURERS","Already reeling from Attorney General Eliot Spitzer #39;s no-holds-barred probe, insurers can now look forward to dozens of additional investigators from their state regulator giving their books a once over."
3,"ATA bankruptcy a blow to local economy","Our position is: ATA was caught in forces that are pounding the entire airline industry. Indianapolis-based ATA Airlines, which declared bankruptcy Tuesday, was caught in a convergence of business forces that "
3,"Oil boosts disappointed Wall Street","New York - US stocks edged higher on Friday. Oil prices fell below \$43 a barrel, helping Wall Street withstand a disappointing jobs creation report."
3,"Hope Santa Rally Can Outrun the Grinch"," NEW YORK (Reuters) - Wall Street is hoping its traditional  year-end ""Santa rally"" will pick up steam in the week ahead."
4,"Can Japan rule the consumer electronics realm?","Yes, say technologists there; they'll do it with a little help from Sony and a group of people called the Bro Dra."
4,"Hard drives to accelerate into gadgets","A report predicts one third of all hard drives will be in consumer electronics devices by 2008."
2,"Marijuana charges against Nuggets #39; Anthony dropped","Denver, CO (Sports Network) - Denver forward Carmelo Anthony had marijuana charges dropped by the city district attorney Wednesday."
4,"Oracle buys PeopleSoft for 10.3 billion dollars (AFP)","AFP - Oracle sealed a deal to buy rival business software firm PeopleSoft for 10.3 billion dollars after a bitter 18-month battle, the two firms announced."
4,"IBM Transitions to Power5 (Ziff Davis)","Ziff Davis - IBM next month will finish transitioning its core pSeries and iSeries server lines to the Power5 chip when it starts shipping three new high-end systems, two of which support as many as 64 processors."
4,"Fast Forward Live","Fast Forward columnist Rob Pegoraro will be online to discuss recent reviews, including Portable Media Centers and Apple's iMac G5. He'll also answer your personal tech questions."
1,"Ralph Klein leads Alberta Tories to 10th consecutive majority government (Canadian Press)","Canadian Press - EDMONTON (CP) - Alberta's Progressive Conservatives set a new benchmark for electoral success Monday, winning a record 10th consecutive majority government."
2,"Palko picks apart Irish","SOUTH BEND, Ind. -- Tyler Palko became the first quarterback to throw five touchdown passes against Notre Dame, four in the first half alone, and Josh Cummings kicked a 32-yard field goal with one second left to give the Panthers a 41-38 victory over the 24th-ranked Irish yesterday."
2,"Heat Top 76ers, Stay Unbeaten in East (AP)","AP - Dwyane Wade scored 25 points and the Miami Heat remained unbeaten against Eastern Conference opponents by beating the short-handed Philadelphia 76ers 93-83 Sunday night."
2,"Stewart Backs Earnhardt on NASCAR Penalty (AP)","AP - Tony Stewart took a verbal swipe at NASCAR on Saturday, insisting friend and competitor Dale Earnhardt Jr. should not have lost points for cursing during a live TV interview last weekend."
4,"Water, Robots on Mars Get Top 2004 Honors (AP)","AP - The conclusive discovery by a pair of wheeled robots that Mars once had vast pools of water and possibly could have harbored life was chosen by the editors of the journal Science as the most important scientific achievement of 2004."
1,"Iranians see right to nuclear program as matter of national pride","TEHRAN, Iran -- From this country's divisive political sphere to its disaffected streets, one thing binds Iranians of all ideologies: a fervent belief in the Islamic Republic's right to its nuclear program."
3,"Sara Lee Raising Retail Coffee Prices"," NEW YORK (Reuters) - Sara Lee Coffee   Tea said Wednesday  it was raising its retail coffee prices to keep pace with 14  percent hikes by other major roasters as global bean supply  next year shifts from surplus to deficit."
2,"How Will Owens, Eagles Respond to Loss? (AP)","AP - When things were going well for the Dallas Cowboys early last season, Bill Parcells was asked about the great attitudes seen from several players who were not usually described that way. His response sounded more like a warning."
3,"High Court decants controversial cases over direct shipment of &lt;b&gt;...&lt;/b&gt;","On Dec. 7, wine became an issue in the halls of the US Supreme Court. Oral arguments were heard in two cases that challenge bans on interstate, direct-to-consumer wine shipments in Michigan and New York, meaning "
3,"Snow: Cutting Budget Deficit Top Priority (Reuters)","Reuters - U.S. Treasury Secretary John Snow said\on Wednesday that cutting a record budget deficit was a top\priority for the second-term Bush administration and challenged\Europe to play its part in helping trim the U.S. trade gap by\boosting its own economic growth."
4,"He's Got Games","Bing Gordon is 53, happily married, two daughters. In other words, he is not what you expect when imagining the hard-core computer gamer who's awake at 3 a.m., living it up on Earth   Beyond, an online role-playing sci-fi galaxy reminiscent of the Final Frontier. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
4,"Pollution May Be Reducing Calif. Rainfall (AP)","AP - Urban air pollution may be reducing rainfall in the Central Valley and along the heavily populated southern California coast, while trimming mountain snowfall that supplies much of the state's drinking and irrigation water and hydroelectric power, a Stanford University professor's study released Thursday shows."
2,"Morientes joins Liverpool?","Liverpool manager Rafael Benitez waries Bayern Leverkuzen, the tough and experienced team, who were 2001-02 Champions League finalist."
3,"DLA set for transatlantic merger","DLA looks near certain to rubber-stamp its ambitious merger with US suitor Piper Rudnick within hours, as partners are due to cast their votes on the proposed deal at 2pm tomorrow (4 December)."
4,"IBM Rolling Out Biggest WebSphere Update in 2 Years","IBM late on Tuesday announced the biggest update of its popular WebSphere business software in two years, adding features such as automatically detecting and fixing problems."
4,"Russian Ministries Move to Approve Kyoto Treaty (Reuters)","Reuters - At least one Russian ministry has signed\letters agreeing to Moscow's approval of the Kyoto Protocol, a\spokesman said on Thursday in what could be a final step on the\long road to bringing the global pact into force."
2,"McNair, Brown Questionable Vs. Bengals (AP)","AP - Injuries again kept Tennessee Titans quarterback Steve McNair and running back Chris Brown out of practice Friday, casting doubt on their availability Sunday against the Cincinnati Bengals."
4,"A more powerful iPod?","Web sites say that Apple will unveil a 60-gig iPod with color screen to display photos for holidays. SAN FRANCISCO (Reuters) - Fan sites are abuzz with messages that Apple Computer Inc."
3,"Harmony Posts Takeover Offer To Gold Fields Shareholders","JOHANNESBURG (Dow Jones)--Harmony Gold Mining Co. Ltd. (HMY) said in a statement Wednesday it has posted details of its proposed merger with Gold Fields Ltd."
4,"Police arrest phishing mob suspect","A suspected Russian gangster and phisherman, caught red-handed with \$200,000 worth of stolen goods and \$15,000 cash, has been charged in the US on several counts of identity and credit card fraud."
2,"to Qwest Field.","one-and-a-half games better than the defending NFC West champ Rams. St. Louis. home-and-homes in each of the last two seasons. In 2003, Seattle won the home."
4,"AMD preps high-performance chips for desktops","The chip is expected to be unveiled Tuesday, in time to bump up the performance of game desktops before the holidays.\&lt;br /&gt; Intel kills plans for 4GHz Pentium \"
1,"Saudi Policeman Dies in Clash with Militants"," RIYADH (Reuters) - One Saudi policeman died in a clash with  militants linked to al Qaeda who have been waging an 18-month  campaign of attacks in the oil-rich kingdom, an Interior  Ministry official said Wednesday."
3,"Euro Disney rides to new low with a 145m loss","EURO DISNEY, the financially crippled French theme park operator, has admitted that its annual losses more than doubled last financial year as it was hit by a surge in costs."
3,"Putin Tells Businesses to Get Used to Paying Taxes","President Vladimir V. Putin warned Russia #39;s business elite on Tuesday to  quot;get used to paying taxes and observing the law, #39; #39; but he also sought to allay investor fears "
2,"Boise State #39;s Hawkins latest off the market","BOISE, Idho - Boise State coach Dan Hawkins signed a five-year, \$2.6 million contract extension on Tuesday that could keep him with the Broncos through the 2009 season."
4,"Can Skype live up to the Net phone hype?","The first-year growth rate for the no-cost phone service was ""sky high."" Now it has to avoid a sophomore jinx."
1,"Sinclair to Show Only Part of Kerry Film (AP)","AP - A documentary critical of John Kerry's Vietnam-era anti-war activities will be shown only in part during a program examining the use of such documentaries to influence elections, Sinclair Broadcast said Tuesday."
2,"Knee Injury Forces Roddick to Withdraw (AP)","AP - Andy Roddick withdrew from next week's Stockholm Open because of a knee injury, tournament organizers said Friday."
3,"Maxim Joins Inventory Buildup Chorus","Maxim (MXIM:Nasdaq - news - research) grew its first-quarter profit but said an inventory buildup hurt new bookings, a development bound to weigh on revenue in the quarter now underway."
1,"UPI NewsTrack TopNews","The Iraqi government declared a 60-day state of emergency Sunday in response to the escalation of violence by militants. The emergency declaration covers the entire nation, with "
3,"Update 1: German Business Sentiment Drops in Nov.","Worries about the strengthening euro and concerns over persistently high oil prices helped push German business confidence down in November, a closely watched survey showed Thursday."
2,"Esche willing to trade \$186G for a prosperous NHL","The NHL Players #39; Association offered to slash the salary of Flyers goalie Robert Esche by \$186,000 Thursday. Understandably, Esche wasn #39;t real happy about it."
4,"A Space Race to Change the World","USA Today -- More than eight years ago, a new space race began with the announcement of the X Prize Competition. Based on prizes that inspired the development of aviation in the early 20th century, the X Prize was started to encourage private space travel through a competition to build the first reusable spacecraft..."
2,"Diamondbacks Keep Busy; Ortiz Heading Home"," ANAHEIM, Calif., (Sports Network) - The Arizona  Diamondbacks continued their offseason makeover Friday as they  signed free agent pitcher Russ Ortiz to a four-year contract."
1,"EDITORIALSMore defectors are on the way","On Wednesday, 44 North Korean defectors entered the Canadian Embassy in Beijing. There are points worth noting regarding the timing and size of this incident."
1,"Israeli Says Country Will Become Isolated (AP)","AP - Israel is set on a collision course with the European Union and could turn into a pariah state, like South Africa during the apartheid years, if the Mideast conflict is not resolved, Israel's Foreign Ministry warns in a confidential 10-year forecast."
3,"Sox Are Up? Sell!","Think you've got a bead on who will win the World Series that begins tonight between the Boston Red Sox and St. Louis Cardinals? Prepared to put your money where your mouth is?\&lt;BR&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
4,"Total lunar eclipse comes out tonight","A total lunar eclipse expected to create views of a blood-red moon will be visible tonight throughout most of North America - weather permitting."
3,"Microsoft Gives In -- Almost","The company said it will comply with the EU's antitrust decision if it loses an appeal this week. Also: New AT   #038;T Wireless Services device works for e-mail and messaging, minus voice service   hellip;. Comcast will cut its interest in Time Warner Cable   hellip;. and more."
4,"WebEx Rolls out Sales Center","Sales Center -- to its hosted Web conferencing service. The module will let a remote sales team pass notes behind the scenes, keep "
1,"Canada: Brave sailors saved sub","Canada #39;s defense minister has spoken of his pride at the way the crew of a crippled submarine acted after a fire on board the vessel that killed an officer."
2,"Han wins playoff in Safeway Classic","Hee-Won Han knew she needed to birdie the 18th hole to force a playoff in the Safeway Classic.  quot;I just play, quot; she said.  quot;Not much pressure."
1,"Belarusian Chief Sees Vote As Mandate","Belarus President Alexander Lukashenko, 50, is seen during a news conference in Minsk, Monday, Oct. 18, 2004. According to the Central Elections Commission a preliminary tally of ballots from Sunday #39;s election "
1,"Brazilian president calls for global partnership to fight hunger &lt;b&gt;...&lt;/b&gt;","Brazilian President Luiz Inacio Lula da Silva Monday called for a true global partnership against hunger and poverty,  quot;the most cruel weapon of mass destruction."
2," #39;Probably not my fault #39;","Shanghai - World champion Michael Schumacher said it was too early to blame driver error for his spinning out of qualifying for the Chinese Grand Prix, leaving him last on the grid for Sunday #39;s race."
4,"Via gives a PCI Express boost to AMD-based computers","Via Technologies Friday announced the introduction of its K8T890 PCI Express chipset for Advanced Micro Devices #39; (AMD) 64-bit processors."
4,"IBM beefs up ISV programs (InfoWorld)","InfoWorld - Hoping to both bolster resources available to its network of business partners as well as expand its number of partners, IBM on Tuesday introduced services and support programs that boost financial support for co-marketing campaigns and grant deeper access to IBM #8217;s sales network to close deals faster."
4,"The week in iPod","Apple is the undisputed champion of the hard-drive music market, but competitors are gearing up for a shot at the title."
3,"Google Debuts Desktop Search Tool","Google unveiled a desktop search agent yesterday that lets users find any information stored on their computer, including visited Web pages, files and e-mail as well as instant messages."
3,"Housing Boom  #39;Over  #39; After Rate Hikes","The house price boom has ended with values falling by their steepest for almost a decade, according to a national survey. The Royal Institute of Chartered Surveyors says the decline in prices is the biggest "
3,"Procter  amp; Gamble #39;s On Demand","Procter  amp; Gamble (NYSE: PG) is the latest company to experiment with new-age advertising techniques to lure the consumer dollar."
1,"Landslides, Flooding Plague South Asia","A rickshaw puller transports passengers as others wade through knee-deep floodwater in Tarun Nagar area of Gauhati, in the northeastern Indian state of Assam, Saturday, Oct. 9, 2004."
3,"Oracle to Buy PeopleSoft for \$10.3B","UPDATE: Oracle #39;s (Quote, Chart) dogged pursuit of PeopleSoft (Quote, Chart) was rewarded on Monday as PeopleSoft #39;s board of directors agreed to sell the company for \$10.3 billion."
2,"Part of Olympic champion horse #39;s drug test stolen","Part of a doping sample taken from the horse that won Ireland #39;s only gold medal at the Athens Olympics was stolen, the International Equestrian Federation said Monday."
2,"Yankees sort through wreckage","Three things all Yankees baseball people were on the same page about at their Tampa meeting with George Steinbrenner: 1) Going for Carlos Beltran."
2,"More top sports news","THE first pro opponent of Danny Williams believes the Brixton Bomber will cut 6ft 7in Vitali Klitschko down to size to be WBC heavyweight champion, writes STEVE BRENNER."
4,"New York Times runs Firefox ad","com December 16, 2004, 9:02 AM PT. Fans of the Mozilla Foundation #39;s Firefox browser who funded an advertisement in The New York Times will finally get to see their names in print on Thursday."
3,"Dollar Dangles Near Multi-Month Lows"," TOKYO (Reuters) - The dollar dangled near multi-month lows  on Thursday as a rebound in oil prices aggravated worries about  the outlook for the U.S. economy and its yawning current  account deficit."
2,"Former Gamecocks ready for Spurrier era"," quot;I #39;m excited as I can be, quot; said legendary Bradwell Institute football player Candler Boyd.  quot;I hated to see anybody go out like coach Holtz did."
4,"CA gives anti-spyware a consumer face","Computer Associates launched its first set of anti-spyware products on Monday, retooling the applications it acquired from PestPatrol for both corporate customers and consumers."
3,"Plus a change in Franco-US relations","At meetings of the World Bank and the International Monetary Fund the French said non to the US proposal of writing off 90-95 per cent of Iraqs \$12bn of bilateral debt."
2,"Rampant Arsenal Stretches Lead, Everton Loses","Champions Arsenal opened a five-point lead at the top of the Premier League after a 4-0 thrashing of Charlton Athletic at Highbury Saturday."
4,"SAP Launches Security Service","SAP AG on Wednesday unveiled a service that evaluates security settings across a customer #39;s SAP enterprise system. SAP Security Optimization helps customers identify and fix vulnerabilities "
2,"Spaniard Constantino Zaballa wins 19th stage","Spain #39;s Constantino Zaballa broke away early and finished more than a minute ahead of his closest competitors in winning the 19th stage of the Spanish Vuelta on Friday."
2,"Eight is enough for upstart American team","The last time the USA went more than eight years without a Davis Cup championship was more than half a century ago and spanned a period when the "
2,"Tech Stings Bulldogs","Stephanie Higgs scores 16 points to lead Georgia Tech to a 55-49 upset of No. 6 Georgia, which shot just 29 percent Friday night in Atlanta and lost for the second time in a week."
3,"A nice change in Ottawa","Speaking recently at the Calgary Chamber of Commerce, new Environment Minister Stephane Dion seemed to support a more science-based approach to environmental policy-making when he said,  quot;We need better science."
1,"India faces criticism on tsunami","Indian PM Manmohan Singh visits tsunami victims but faces more criticism over the handling of the disaster."
2,"Hockey East schedule","Games 7 p.m. unless noted OCTOBER 15 -- Merrimack at Providence; Denver at BC; Niagara at Maine; UNH at Michigan, 8; UMass at Nye Frontier Classic vs. Minnesota, 9"
4,"Babelplex Multilingual Search Engine - the C3PO of Search","Babelplex Multilingual Search Engine - the C3PO of Search\\I live in a bilingual household, well, make that trilingual. I'm an English speaker from the US and my wife is a dual Brazilian/Japanese citizen. I lived in Japan for 18 months and then spent about the same amount of time in ..."
2,"McLeish considering appeal","Rangers manager Alex McLeish has revealed he will consult with his own bosses before deciding whether to fight Nacho Novo #39;s Old Firm suspension."
1,"Austria take 2-1 lead as Britain slump in doubles (AFP)","AFP - Great Britain's chances of qualifying for the World Group of the Davis Cup were evaporating rapidly after Austria moved into a 2-1 lead following the doubles."
4,"Fanning #39;s new swap shop","Few in the tech world need an introduction to Napster #39;s founder, the college dropout whose revolutionary file-swapping technology shook the foundations of the \$11 billion record industry."
2,"Golf: Els wins record sixth World Match Play title","WENTWORTH, England : Ernie Els proved himself the master of the World Match Play championship on Sunday when he won a record breaking sixth title - beating England #39;s Lee Westwood 2 and 1 in the 36-hole final."
2,"Virginia runs to victory over Clemson","CHARLOTTESVILLE, Va. - Facing the first real test to its dominance this season, Virginia showed Clemson - and the nation - that its numbers haven #39;t just been built against inferior competition."
3,"\$400 Million Judgment Against Medtronic","A jury in Memphis said yesterday that Medtronic #39;s spinal products subsidiary should pay \$400 million in punitive damages for violating agreements covering its use of surgical products invented by Dr."
